Timestamp,HF1 - Unshaded (W/m2),HF2 - Shaded (W/m2),HF3 - Front Panel (W/m2),HF4 - Back Panel (W/m2),HF5 - Structure (W/m2),T1 - Unshaded (degC),T2 - Shaded (degC),T3 - Front Panel (degC),T4 - Back Panel (degC),T5 - Structure (degC),Pyranometer (W/m2),Wind Direction (Degrees),Wind Speed (m/s),Air Temperature (degC)
1/12/23 9:48 PM,21.295548,-9.968172,9.725966,-0.008034,-17.144198,20.78503,20.01808,19.871082,20.27954,20.070422,29.368308,85,2.68,19.957788
1/12/23 9:49 PM,26.316642,7.17363,1.657173,0.000702,-8.5721,20.821822,19.94151,19.973374,20.24225,19.95896,29.745112,74,2.16,20.181134
1/12/23 9:50 PM,30.57003,-41.840676,4.752383,-0.000519,-9.237846,20.666854,20.191966,19.691222,20.14362,19.960618,47.107116,71,2.57,19.88612
1/12/23 9:51 PM,17.585754,-0.891087,5.96922,-0.005592,-19.374692,20.745304,20.130952,19.90091,20.252668,19.94757,24.354248,47,2.29,19.964816
1/12/23 9:52 PM,27.627944,34.473356,-1.664986,-0.004364,-14.141048,20.720682,19.835838,19.776078,20.184608,19.918928,30.237,91,2.17,20.150236
1/12/23 9:53 PM,29.697418,37.833248,-0.887562,-0.00174,2.0021,20.683036,19.771948,19.77764,20.164368,19.806858,21.991714,87,2.53,20.217622
1/12/23 9:54 PM,22.60685,-28.46469,4.641322,0.007874,-15.142098,20.57125,20.074656,19.556528,20.035022,19.830168,38.972116,54,0.88,19.842542
1/12/23 9:55 PM,24.681092,-6.158339,9.619734,-0.006813,-23.719058,20.601788,19.882754,19.683156,20.061038,19.82148,23.702514,78,2.12,20.39029
1/12/23 9:56 PM,34.933092,-58.723272,-0.003906,0.006996,-14.141048,20.46749,19.857368,19.666488,19.966058,19.774272,46.814184,88,2.31,19.911374
1/12/23 9:57 PM,21.72947,-17.925292,10.170208,-0.000168,-21.376792,20.473458,19.605282,19.379566,19.950028,19.705864,34.495048,85,2.9,19.974648
1/12/23 9:58 PM,53.796768,-23.30503,-1.442865,0.002281,15.462824,20.454142,19.468242,19.696768,19.843624,19.603776,24.358192,88,2.74,19.839736
1/12/23 9:59 PM,29.482842,39.730828,0.107154,-0.006638,-10.015362,20.561298,19.514476,19.511632,19.86365,19.55377,21.581636,90,2.35,20.252726
1/12/23 10:00 PM,13.3276,-17.812808,15.814982,-0.006813,-13.693976,20.555728,19.670606,19.440362,19.801156,19.674972,29.495224,130,0,19.856564
1/12/23 10:01 PM,26.53122,39.285776,1.874466,-0.003662,6.676907,20.626284,19.907286,19.489428,19.897992,19.632166,27.770702,63,2.89,20.311698
1/12/23 10:02 PM,35.152436,-46.980772,1.430224,0.000702,-8.348563,20.477626,19.8106,19.689542,19.796942,19.605282,24.593158,84,2.39,19.509202
1/12/23 10:03 PM,21.514892,-18.48283,9.397612,0.000183,-11.691876,20.482126,19.649264,19.20917,19.740728,19.601246,32.774472,81,2.51,19.914242
1/12/23 10:04 PM,40.388108,8.288703,4.752383,0.002975,-5.228786,20.575102,19.773126,19.4556,19.833838,19.664016,26.316478,56,2.02,20.123546
1/12/23 10:05 PM,47.259332,-0.891087,-4.320782,-0.001915,-12.58116,20.449062,19.589956,19.363856,19.785986,19.629056,31.708716,85,2.36,19.90156
1/12/23 10:06 PM,48.785208,-26.669814,1.546113,0.000183,19.57879,20.42658,19.584902,19.669166,19.776568,19.57617,29.514432,86,2.12,20.195138
1/12/23 10:07 PM,35.262108,-47.875764,-0.003906,0.006996,-12.022322,20.381168,19.626726,19.204278,19.726734,19.56561,39.389564,92,2.71,19.589404
1/12/23 10:08 PM,21.295548,-12.995498,7.625471,-0.00856,-20.0453,20.399806,19.374502,19.244798,19.6712,19.49696,22.474854,96,2.15,19.262804
1/12/23 10:09 PM,25.992394,-4.813405,2.212476,-0.005058,-23.160218,20.40455,19.151922,19.240816,19.658682,19.497344,33.500812,113,1.65,19.517612
1/12/23 10:10 PM,22.935868,-5.708398,11.609166,-0.006111,-24.60834,20.403896,19.098834,19.24016,19.649298,19.431192,31.93202,108,1.87,19.416286
1/12/23 10:11 PM,30.789376,45.452912,1.097042,0.006638,-2.891383,20.527058,19.339858,19.550596,19.728992,19.571284,22.185346,216,8.52,18.784564
1/12/23 10:12 PM,52.599908,7.623572,3.424485,0.006111,46.266984,20.440274,19.423212,19.760488,19.646442,19.554202,47.282912,70,2.28,19.010732
1/12/23 10:13 PM,32.315254,30.912946,4.863444,0.004539,-3.00315,20.455584,19.556632,19.570676,19.75362,19.569538,31.103118,78,2.09,19.664538
1/12/23 10:14 PM,41.699408,-42.15368,1.435052,0.007156,24.817296,20.35504,19.62599,19.77097,19.556524,19.525582,37.446712,91,2.32,19.215712
1/12/23 10:15 PM,29.697418,-25.667224,3.424485,0.01503,-5.228786,20.35436,19.682056,19.499656,19.564576,19.489784,42.274168,118,1.25,18.87588
1/12/23 10:16 PM,26.96991,-24.772234,13.487538,0.002441,-2.444312,20.40049,19.496886,19.375566,19.56712,19.549278,33.97932,77,1.62,19.62243
1/12/23 10:17 PM,42.567252,-38.79868,4.090849,0.011528,33.26791,20.358128,19.463376,19.743706,19.586002,19.49394,29.146888,95,2.05,19.138566
1/12/23 10:18 PM,45.29476,-35.003516,-0.67027,0.005936,33.26791,20.383494,19.501692,19.314864,19.51536,19.46676,47.3781,108,1.44,18.923698
1/12/23 10:19 PM,24.676322,-4.250978,10.392328,0.002266,-0.777515,20.388498,19.218082,19.38539,19.48962,19.414818,31.32505,104,1.28,19.138566
1/12/23 10:20 PM,33.626556,20.055656,0.324447,0.002792,-1.107958,20.46818,19.215134,19.43048,19.499774,19.328894,29.473958,151,1.65,19.494856
1/12/23 10:21 PM,39.30092,-37.458632,4.863444,0.006638,-6.122928,20.33459,19.216668,19.624114,19.38758,19.339162,27.57141,120,0.98,18.885772
1/12/23 10:22 PM,25.439262,-0.216174,15.58803,0.009956,-6.122928,20.441244,19.183956,19.34235,19.525182,19.446208,22.749782,189,1.61,19.1652
1/12/23 10:23 PM,31.986236,46.567984,-1.442865,0.005417,13.358674,20.524764,19.140986,19.417308,19.49097,19.315722,30.008548,110,1.28,18.977044
1/12/23 10:24 PM,28.061866,-23.647378,1.879295,0.015724,-16.59022,20.44443,19.401364,19.188288,19.43668,19.357692,46.924976,119,1.09,19.288686
1/12/23 10:25 PM,37.007332,-36.231076,2.76295,0.018875,2.342263,20.482922,19.273972,19.3843,19.35297,19.330754,42.49542,116,1.33,19.398128
1/12/23 10:26 PM,41.480064,-33.99604,1.435052,0.014847,33.26791,20.52905,19.354958,19.592072,19.434136,19.341854,37.17916,106,1.24,19.058488
1/12/23 10:27 PM,56.090356,-30.083502,3.863898,0.011711,36.047524,20.575032,19.562974,19.41547,19.476032,19.379394,33.575932,94,1.43,18.913838
1/12/23 10:28 PM,15.2874,7.623572,21.77845,0.003838,5.568949,20.710728,19.59436,19.495086,19.616756,19.537796,28.061068,63,0.27,18.954584
1/12/23 10:29 PM,23.145676,39.7455,10.059146,0.002441,11.468342,20.735182,19.880904,19.589448,19.671816,19.619056,31.48301,92,1.58,19.59586
1/12/23 10:30 PM,32.644272,-26.904566,5.307686,0.012054,-1.666797,20.715066,20.035256,19.625848,19.695306,19.65128,42.769832,123,1.12,18.715722
1/12/23 10:31 PM,19.984246,-7.948325,13.376476,0.008209,3.450221,20.783952,19.842494,19.551018,19.720686,19.68539,35.011632,96,1.48,18.922214
1/12/23 10:32 PM,21.734238,2.58129,12.048578,0.001221,-7.347514,20.85788,19.689644,19.612214,19.76858,19.606708,29.15838,100,1.83,18.926502
1/12/23 10:33 PM,46.715736,16.695766,0.768689,0.007332,11.468342,20.920434,19.656316,19.666186,19.783452,19.573566,29.36625,97,1.74,19.068332
1/12/23 10:34 PM,37.117004,-40.368584,5.191797,0.00856,39.15758,20.818358,19.724232,19.89555,19.628774,19.602206,38.641444,81,1.8,18.874494
1/12/23 10:35 PM,21.295548,2.36121,12.38659,-0.00106,-20.0453,20.880388,19.55088,19.639138,19.73459,19.568344,30.845856,111,1.73,19.294312
1/12/23 10:36 PM,40.49778,19.830686,1.323992,0.006462,12.138948,20.901536,19.707586,19.647428,19.721058,19.524056,31.706314,88,2.03,19.657498
1/12/23 10:37 PM,25.215148,-24.02885,3.979788,0.000702,6.905302,20.808394,19.502432,19.631692,19.780086,19.157392,32.847362,86,2.02,19.940246
1/12/23 10:38 PM,19.106864,56.53028,1.097042,-0.015556,2.789334,20.923812,19.229874,19.848118,19.782664,19.046368,31.573224,84,2.14,19.389766
1/12/23 10:39 PM,41.565896,20.955542,0.551397,-0.010658,9.689776,20.894566,19.152476,19.80572,19.762082,19.034496,23.674558,98,1.79,19.828
1/12/23 10:40 PM,30.45082,-29.843858,1.097042,-0.006287,39.16244,20.746,19.40932,19.804856,19.634644,19.086068,42.288236,77,2.79,19.52045
1/12/23 10:41 PM,20.852088,32.932792,1.985526,-0.014854,14.806794,20.84194,19.374692,19.787708,19.726612,19.068898,18.896496,93,1.88,19.623018
1/12/23 10:42 PM,38.29956,23.415548,2.540829,-0.012581,7.906352,20.819424,19.299704,20.000752,19.603654,19.085634,29.683712,119,0.95,19.91222
1/12/23 10:43 PM,9.717942,-18.155156,9.837026,-0.004013,17.03243,20.680322,19.474486,19.643038,19.660498,19.16438,46.036216,67,1.76,19.534548
1/12/23 10:44 PM,6.44207,-6.495796,6.408634,-0.008209,4.237455,20.731508,19.495414,19.655232,19.742524,19.22464,35.075088,103,2.09,19.537322
1/12/23 10:45 PM,12.011528,-4.700919,10.392328,-0.009964,-11.02127,20.724202,19.361452,19.599892,19.757022,19.177992,34.326968,97,1.58,19.310986
1/12/23 10:46 PM,20.742416,56.975336,5.747099,-0.012924,15.477402,20.903772,19.327706,19.897846,19.823674,19.152972,30.648448,86,2.16,19.45443
1/12/23 10:47 PM,9.503366,-18.600206,5.524978,-0.001915,1.00591,20.801696,19.413136,19.839212,19.703928,19.186006,43.306312,89,2.14,19.863118
1/12/23 10:48 PM,14.305116,-21.294966,5.636039,-0.005066,6.351323,20.815026,19.360994,19.695466,19.678008,19.164428,46.729796,82,1.96,19.083164
1/12/23 10:49 PM,5.679131,-13.67041,7.625471,-0.012924,1.564748,20.856432,19.23673,19.74151,19.697868,19.206152,32.78579,76,2.3,19.133824
1/12/23 10:50 PM,10.919572,-2.123536,16.032272,-0.012062,0,20.884808,19.47919,19.647744,19.756856,19.230252,33.6893,88,2.09,19.192924
1/12/23 10:51 PM,7.863045,5.721101,16.915928,-0.015205,7.794585,20.884014,19.43473,19.808428,19.777882,19.277504,30.921318,143,1.29,19.347564
1/12/23 10:52 PM,20.413398,56.642768,5.307686,-0.012924,3.231545,20.984156,19.391242,19.921862,19.895686,19.234004,26.677848,99,1.38,19.549938
1/12/23 10:53 PM,20.852088,61.225328,2.76295,-0.010132,35.1631,20.875732,19.338892,20.10095,19.826312,19.234252,37.938604,90,1.96,19.52045
1/12/23 10:54 PM,43.969156,-21.632422,0.435507,-0.010658,37.724036,20.83122,19.473494,20.091266,19.80353,19.233288,30.633184,105,1.32,19.91222
1/12/23 10:55 PM,9.717942,-5.370941,12.15964,-0.010483,16.697126,20.849948,19.382912,19.617168,19.748108,19.238966,41.215448,97,2,19.177456
1/12/23 10:56 PM,10.700226,9.193478,10.83657,-0.0187,0.335303,20.893338,19.138324,19.752314,19.78286,19.247544,33.973488,100,1.57,19.232306
1/12/23 10:57 PM,42.333604,-11.763048,1.097042,-0.011528,16.925522,20.974326,19.1455,19.803118,19.790028,19.171714,25.997988,116,1.48,19.190122
1/12/23 10:58 PM,36.993028,22.18799,1.435052,-0.010658,14.918562,20.947242,19.205704,19.863058,19.802158,19.183858,26.604442,99,1.89,19.349014
1/12/23 10:59 PM,11.792184,-2.343616,3.202364,-0.008385,12.474252,20.903862,19.48102,19.610284,19.719406,19.223342,28.351774,84,2.17,19.052182
1/12/23 11:00 PM,16.703606,54.965268,6.297573,-0.00856,7.687676,20.951842,19.341548,19.850592,19.824412,19.153712,24.862428,75,1.75,19.927642
1/12/23 11:01 PM,12.559892,-18.155156,6.297573,0.000351,-2.779615,20.778152,19.721136,19.67616,19.771988,19.241216,46.238256,85,1.74,19.341956
1/12/23 11:02 PM,9.064674,2.36121,14.04284,-0.016426,0.228395,20.800858,19.412484,19.829834,19.834008,19.316402,29.918334,115,1.23,19.372928
1/12/23 11:03 PM,16.48903,53.62522,0.87975,-0.01416,2.677566,20.84925,19.473914,19.88268,19.873766,19.27758,31.76583,89,2.43,19.652524
1/12/23 11:04 PM,41.131972,-15.572882,8.291835,-0.001915,8.241656,20.762244,19.622452,19.97857,19.843322,19.27768,42.032688,67,1.47,19.606146
1/12/23 11:05 PM,6.88076,-17.705214,5.307686,0.000877,-4.56304,20.737418,19.63686,19.809916,19.848998,19.313936,32.758866,83,1.8,19.658132
1/12/23 11:06 PM,21.615028,59.102776,-0.776501,-0.014679,3.790384,20.83324,19.444952,19.971348,19.932084,19.261712,24.50003,92,2.3,20.02447
1/12/23 11:07 PM,14.958382,-22.077472,1.763405,-0.004715,2.677566,20.63891,19.376396,19.876678,19.780872,19.188762,42.639312,89,1.93,19.192924
1/12/23 11:08 PM,14.41002,6.503608,11.387044,-0.016953,-5.787625,20.712966,19.04476,19.763604,19.785424,19.119046,29.937544,97,2.77,19.51067
1/12/23 11:09 PM,44.293404,-17.705214,7.847593,-0.00367,11.691876,20.564086,19.349248,19.949906,19.692458,19.205294,42.959524,69,1.94,19.154882
1/12/23 11:10 PM,10.375978,-1.673594,14.149072,-0.012756,11.02613,20.52169,19.577486,19.72893,19.829112,19.324604,25.735238,63,1.91,19.358842
1/12/23 11:11 PM,3.166199,-4.250978,19.016422,-0.006462,15.142098,20.564308,19.733664,19.828152,19.967764,19.415356,32.978226,139,0,19.77748
1/12/23 11:12 PM,6.008148,-18.830068,3.424485,-0.000351,0.675466,20.590656,19.842772,19.841632,19.963604,19.437204,47.14502,94,2.38,19.870126
1/12/23 11:13 PM,33.831596,-16.58525,6.191342,-0.005943,45.610956,20.653908,19.736126,20.371026,19.948226,19.465664,37.384284,46,18.06,20.159106
1/12/23 11:14 PM,-5.898476,-3.131014,5.307686,-0.006111,2.560939,20.782164,19.943136,19.959448,20.094476,19.590032,33.639388,101,2.17,19.798478
1/12/23 11:15 PM,33.941268,-5.033485,9.17549,-0.006287,47.831728,20.852972,19.8921,20.452916,20.12632,19.59154,30.890448,96,1.48,19.403834
1/12/23 11:16 PM,2.727509,12.778338,15.259678,-0.013458,10.248616,20.935542,19.879032,20.235162,20.234974,19.661022,33.600972,86,2.47,20.178688
1/12/23 11:17 PM,-1.306534,-12.995498,8.95337,0.002098,10.802594,21.011934,20.225598,20.207208,20.25062,19.75069,46.470648,75,2.73,19.864502
1/12/23 11:18 PM,-0.543594,14.23576,17.910644,-0.014854,9.354474,21.184236,19.989222,20.367076,20.362718,19.801994,33.17426,74,2.49,19.625822
1/12/23 11:19 PM,10.590554,63.905416,8.069714,-0.011703,26.377184,21.309594,20.101778,20.544734,20.496796,19.809876,25.367692,75,2.17,20.33707
1/12/23 11:20 PM,-2.617836,-9.405746,7.408179,0.001747,18.704086,21.20769,20.36517,20.390376,20.433774,19.877678,46.192464,179,0,19.608918
1/12/23 11:21 PM,5.245209,62.232804,7.736532,-0.011009,25.487902,21.333664,20.186956,20.638552,20.560312,19.855834,24.368998,138,0.96,19.722706
1/12/23 11:22 PM,12.44545,40.76276,2.869182,-0.008911,48.167036,21.283812,20.276336,20.84962,20.571012,19.945266,35.72682,67,1.46,19.972512
1/12/23 11:23 PM,-4.153252,-11.538078,7.847593,-0.00209,11.58011,21.25029,20.412388,20.463552,20.602808,20.007634,27.029098,71,2.34,19.601956
1/12/23 11:24 PM,-0.653267,2.698666,13.376476,-0.010132,4.456131,21.325204,20.20009,20.634248,20.634248,20.03456,27.033042,95,0.87,20.12265
1/12/23 11:25 PM,17.2472,-11.763048,6.519695,-0.0159,10.914362,21.42375,20.377504,20.698452,20.70262,20.090112,25.232544,83,2.1,19.639874
1/12/23 11:26 PM,11.138916,63.905416,1.323992,-0.013626,24.822154,21.446754,20.27868,20.795346,20.743078,19.987064,23.253676,67,2.22,20.12407
1/12/23 11:27 PM,32.73964,-23.921258,2.096587,-0.010307,56.607924,21.18002,20.307128,20.98034,20.593266,19.989168,36.611464,65,2.16,19.795706
1/12/23 11:28 PM,2.074242,67.372904,2.540829,-0.014854,22.931822,21.333182,20.264768,20.777278,20.71175,19.986038,24.179994,109,0.91,20.559804
1/12/23 11:29 PM,-2.732277,-15.12783,6.852876,-0.003319,13.470442,21.311726,20.456488,20.620942,20.63818,20.047408,46.284048,93,2.64,19.989418
1/12/23 11:30 PM,13.32283,65.582916,1.763405,-0.015724,18.145248,21.484064,20.207078,20.810924,20.667368,19.989582,21.687802,85,2.19,20.08197
1/12/23 11:31 PM,19.64569,-42.69654,4.308141,-0.005241,10.914362,21.328076,20.216238,20.771976,20.571952,19.994006,47.319448,95,2.53,20.034252
1/12/23 11:32 PM,-6.117821,-5.933368,4.863444,-0.013283,7.687676,21.420116,20.069216,20.659962,20.612228,20.025598,31.665666,96,2.82,19.901022
1/12/23 11:33 PM,39.49642,-25.931322,-1.998168,-0.014854,38.166252,21.278148,19.939784,20.90038,20.491454,19.87434,35.849452,103,2.45,20.460404
1/12/23 11:34 PM,11.24859,-18.717582,1.985526,-0.003494,-2.332544,21.141612,19.981208,20.441884,20.52867,19.846152,45.769176,127,1.82,19.669364
1/12/23 11:35 PM,16.155244,59.88528,-3.321237,-0.0159,7.687676,21.16766,19.750464,20.572366,20.576726,19.711184,19.765872,113,2.18,19.858864
1/12/23 11:36 PM,37.975312,23.528034,-2.220289,-0.008911,12.58116,21.168716,19.812428,20.538564,20.477744,19.69915,30.345048,121,1.77,20.31607
1/12/23 11:37 PM,3.824234,-3.46847,2.318708,-0.00856,12.245856,21.046206,20.090236,20.280962,20.433154,19.741786,32.454952,136,1.53,19.4811
1/12/23 11:38 PM,4.806519,58.42786,-0.67027,-0.01136,16.03624,21.225348,19.934458,20.46908,20.53426,19.747212,27.280016,119,1.89,19.601956
1/12/23 11:39 PM,14.519692,41.207808,2.980243,-0.013626,15.477402,21.27209,20.029294,20.537676,20.507174,19.733178,23.257448,172,1.39,20.481408
1/12/23 11:40 PM,3.166199,1.466217,13.70966,-0.009964,12.58116,21.200498,20.11873,20.2831,20.45708,19.853016,27.71582,96,1.37,20.145034
1/12/23 11:41 PM,36.883356,-26.268778,-0.892391,-0.009605,41.830288,21.089842,20.151584,20.577066,20.398576,19.816266,35.623404,119,1.88,19.710038
1/12/23 11:42 PM,13.20839,59.547824,3.202364,-0.012581,7.347514,21.225726,20.048252,20.560786,20.53464,19.77814,27.22599,150,1.65,19.819572
1/12/23 11:43 PM,23.794174,-26.043808,-0.114967,-0.008041,47.613052,21.144282,20.153604,20.78365,20.435654,19.805194,37.39972,122,1.69,19.948676
1/12/23 11:44 PM,2.293587,16.14312,10.72068,-0.012756,4.791434,21.29714,20.089488,20.44529,20.519188,19.841214,29.306736,138,1.85,19.902374
1/12/23 11:45 PM,6.661415,-12.662932,2.540829,0.001747,21.925912,21.32779,20.372708,20.602358,20.47163,19.898124,42.37982,159,1.98,19.658132
1/12/23 11:46 PM,1.420975,16.475688,13.82072,-0.014328,9.913312,21.637966,20.218242,20.587222,20.613172,19.965666,32.23182,152,1.98,20.097396
1/12/23 11:47 PM,3.166199,-12.43307,3.979788,-0.001915,8.912262,21.568696,20.409802,20.465516,20.55248,19.961426,46.127632,148,1.65,19.846244
1/12/23 11:48 PM,33.283234,22.41296,2.318708,-0.012062,11.468342,21.709616,20.211796,20.68951,20.56316,19.880878,30.533196,156,1.71,20.421204
1/12/23 11:49 PM,5.135536,-16.247794,4.530262,-0.003143,1.783424,21.516694,20.266136,20.435006,20.51762,19.90471,45.547932,149,2.13,20.42678
1/12/23 11:50 PM,5.135536,-14.677888,5.080736,-0.002968,10.690826,21.49728,20.277196,20.889486,20.467476,19.854698,36.986556,130,1.41,19.67639
1/12/23 11:51 PM,10.375978,12.220802,11.831286,-0.015022,16.813756,21.426746,19.99735,20.662244,20.475258,19.792484,19.587504,144,1.14,20.450556
1/12/23 11:52 PM,5.788803,-1.341028,4.419202,-0.015724,10.02022,21.405046,20.232712,20.371082,20.505816,19.792722,22.558208,142,1.36,20.473024
1/12/23 11:53 PM,5.135536,-1.561109,11.164924,-0.006287,9.689776,21.413936,20.19783,20.579704,20.331848,19.831996,42.3685,163,1.85,19.853318
1/12/23 11:54 PM,14.739038,63.685332,4.752383,-0.017822,14.471492,21.519188,19.89868,20.568056,20.463468,19.78523,22.631612,174,1.19,20.013188
1/12/23 11:55 PM,36.010744,15.018268,-2.775591,-0.019051,36.494596,21.407248,19.7733,20.54724,20.294818,19.76002,37.407268,162,1.76,20.383378
1/12/23 11:56 PM,13.64708,-21.964988,7.958653,-0.01712,1.117677,21.334256,19.690974,20.364974,20.343176,19.73462,33.581764,171,2.51,20.01744
1/12/23 11:57 PM,26.08776,-34.983956,2.980243,-0.014679,5.680717,21.18916,19.641274,20.62439,20.280648,19.667466,46.284048,167,1.77,19.879924
1/12/23 11:58 PM,9.388924,-1.223652,11.937518,-0.018349,2.560939,21.211228,19.724324,20.320006,20.319816,19.698138,30.948074,137,1.32,19.527508
1/12/23 11:59 PM,12.559892,55.747776,2.65189,-0.016258,13.251766,21.333642,19.742924,20.382176,20.334036,19.69055,32.505032,180,1.81,19.52464
1/13/23 12:00 AM,5.679131,8.41097,13.265416,-0.017822,0.335303,21.219394,19.615046,20.341452,20.328374,19.702152,33.143558,183,1.83,19.687622
1/13/23 12:01 AM,10.700226,47.135304,5.080736,-0.012924,11.137898,21.137062,19.623948,20.398104,20.36759,19.645584,29.102812,184,1.38,19.561218
1/13/23 12:02 AM,10.919572,7.848543,9.619734,-0.01712,1.452981,20.97345,19.70813,20.251512,20.338514,19.677576,32.758866,140,1.08,19.50498
1/13/23 12:03 AM,6.88076,0.68371,10.059146,-0.00856,-9.796684,20.910594,19.841132,20.162218,20.336428,19.666758,32.093238,174,2.23,20.014636
1/13/23 12:04 AM,36.883356,-10.638194,-2.331349,-0.010483,35.940616,20.897552,19.814974,20.567254,20.258168,19.601494,36.244096,170,1.6,19.909418
1/13/23 12:05 AM,4.696846,-0.441145,2.980243,-0.005768,2.454031,20.949828,20.002596,20.149366,20.345376,19.671354,32.88578,152,0.88,19.715678
1/13/23 12:06 AM,14.081002,66.585504,3.091303,-0.009789,24.151548,21.174568,20.049322,20.640282,20.361754,19.700846,30.978776,168,0.86,20.38615
1/13/23 12:07 AM,7.429123,-12.545556,9.286552,0.002625,16.58536,21.05536,20.173542,20.23345,20.36822,19.78151,31.58866,286,0,20.072126
1/13/23 12:08 AM,8.40664,39.310232,4.752383,-0.009262,24.151548,21.158302,20.137696,20.567544,20.519422,19.810904,24.558,342,0,20.1002
1/13/23 12:09 AM,29.358864,-6.37842,0.87975,-0.008736,45.610956,21.089996,20.22132,20.751296,20.48154,19.88623,31.278228,153,0.39,19.982372
1/13/23 12:10 AM,30.231476,-12.883012,3.091303,-0.005943,47.831728,21.116234,20.378192,20.629626,20.520882,19.934152,39.88454,74,0,20.415532
1/13/23 12:11 AM,5.021096,-15.572882,3.979788,-0.000351,19.151158,21.198742,20.282476,20.633982,20.477302,19.96469,35.431828,123,0.82,19.686204
1/13/23 12:12 AM,5.245209,57.425272,5.747099,-0.012581,14.806794,21.389528,20.229862,20.69468,20.650924,19.946944,23.971782,153,0.36,20.463174
1/13/23 12:13 AM,0.43869,14.23576,13.93178,-0.016426,15.919614,21.396864,20.328954,20.606364,20.610532,20.028642,32.131656,217,0,19.658132
1/13/23 12:14 AM,3.933907,18.490642,13.487538,-0.014328,-2.55608,21.55743,20.28972,20.663004,20.654102,20.063346,29.95298,71,0.98,19.687622
1/13/23 12:15 AM,2.074242,18.603128,14.149072,-0.016602,13.251766,21.624796,20.27897,20.665142,20.665142,20.065678,31.132446,121,0.83,19.69323
1/13/23 12:16 AM,4.806519,45.350208,5.636039,-0.013977,20.147348,21.686866,20.267274,20.718802,20.662168,20.03217,34.346176,76,0.78,19.829386
1/13/23 12:17 AM,30.665398,21.850534,4.19708,-0.010834,23.932872,21.75526,20.362198,20.800578,20.670086,20.02701,31.22832,65,1.14,20.146454
1/13/23 12:18 AM,40.917396,-21.857394,0.87975,-0.01136,48.944544,21.684828,20.439408,21.021034,20.634174,20.06938,37.899496,51,1.25,20.493994
1/13/23 12:19 AM,1.530647,-9.855686,9.17549,0.002625,15.696078,21.64382,20.645936,20.619228,20.719238,20.12837,43.016632,119,9.81,20.36792
1/13/23 12:20 AM,11.572838,70.052984,3.202364,-0.013977,23.04359,21.785832,20.379586,20.831014,20.818138,20.153438,21.494338,345,0,20.599038
1/13/23 12:21 AM,6.771088,-11.313108,4.752383,-0.008209,16.697126,21.638918,20.328192,20.823032,20.792546,20.180144,37.005764,106,4.38,20.862098
1/13/23 12:22 AM,18.558502,-25.593866,-0.230856,-0.012924,41.499844,21.443228,20.36234,21.057058,20.674582,20.101298,40.69938,30,1.33,19.936088
1/13/23 12:23 AM,1.964569,16.695766,12.714942,-0.018349,12.474252,21.51541,20.373834,20.777548,20.751224,20.178024,27.638642,83,2.44,20.114204
1/13/23 12:24 AM,8.192063,67.372904,5.853331,-0.016258,24.263318,21.513728,20.206862,20.819232,20.805976,20.150174,28.3787,91,1.37,20.586416
1/13/23 12:25 AM,45.599936,-25.823726,0.435507,-0.011703,48.944544,21.2807,20.273032,21.081062,20.659398,20.099178,34.10418,57,0.85,20.227764
1/13/23 12:26 AM,18.882752,-41.136416,3.979788,-0.004189,19.151158,21.261056,20.257898,20.826658,20.62666,20.088212,39.172436,239,11.35,20.325916
1/13/23 12:27 AM,8.40664,-11.200622,4.419202,-0.004013,14.918562,21.290272,20.317686,20.604006,20.651742,20.065348,39.160944,241,8.86,19.778898
1/13/23 12:28 AM,14.629364,70.723008,1.212931,-0.015556,25.711438,21.375108,20.124214,20.993242,20.645386,19.998108,30.43715,168,24.3,20.362342
1/13/23 12:29 AM,-5.679131,-12.21299,4.19708,-0.003845,14.141048,21.339848,20.132292,20.675426,20.6491,20.062702,32.658874,151,18.86,19.367272
1/13/23 12:30 AM,8.301735,55.297832,4.969675,-0.013802,18.704086,21.337998,20.02159,20.664862,20.616746,20.013056,34.967724,141,17.38,19.302606
1/13/23 12:31 AM,14.41002,63.685332,1.541284,-0.012924,15.696078,21.323086,20.063344,20.906348,20.575862,19.923946,30.932638,139,17.05,20.307706
1/13/23 12:32 AM,19.760132,-12.775418,3.091303,-0.003143,13.58221,21.276586,20.234218,20.463928,20.54654,19.98165,29.629858,285,3.92,19.982372
1/13/23 12:33 AM,44.62242,-0.328659,1.212931,-0.012405,39.274208,21.364348,20.104706,20.912806,20.543298,19.982768,35.723048,141,17.16,19.528894
1/13/23 12:34 AM,2.403259,18.715614,12.603882,-0.018349,1.895192,21.400032,19.962028,20.57904,20.583208,20.00546,33.339592,140,17.15,19.94305
1/13/23 12:35 AM,16.703606,30.580382,2.096587,-0.013802,17.591268,21.504406,20.014538,20.87068,20.540174,19.944932,36.278396,142,16.88,19.922052
1/13/23 12:36 AM,20.632744,-22.864872,0.213386,-0.010834,46.942448,21.344882,20.15478,20.897866,20.48458,19.950352,35.761296,291,3.92,19.519064
1/13/23 12:37 AM,0.982285,4.376167,12.932236,-0.013107,21.03663,21.402458,20.182346,20.568588,20.520656,19.994998,25.131868,292,3.93,19.919214
1/13/23 12:38 AM,18.997192,0.341363,5.524978,-0.004715,23.709338,21.385272,20.295546,20.442424,20.4555,19.955762,38.735604,292,4.09,19.870126
